bar_stools	1155
small_flashlight_fall_off	1156
corpulent_lap	1157
treacherous_steps_to_dining_room	1158
filthy	1159
dry_remnants	1160
environments	1161
splashed_across_wall_of_bathroom_certainly_nowhere_near_toilet	1162
note_of_potential_health_code_violations	1163
her_life_force	1164
wind	1165
storage_shelf	1166
it_meant	1167
straight_unit_dish_machine_with_stainless_steel_dish_table	1168
gaunt	1169
splashed_across_back_wall_of_bathroom_nowhere_near_toilet	1170
nikolai_'s_lap_conscious_with_just_trace_of_blood_dribbling	1171
end	1172
dismembered_body	1173
friday_morning	1174
barely_wide	1175
his_various_wounds	1176
almost_clich	1177
exterior_windows	1178
entire_room	1179
nikolai_'s_lavatory	1180
speed	1181
north_side	1182
lukewarm_puree	1183
use_of_silver	1184
rounded	1185
direction	1186
nikolai_'s_lap_with_trace_from_twin_teeth_marks	1187
attention	1188
personal_stereo	1189
wall	1190
her_place_of_employment	1191
nikolai	1192
middle-aged_woman_slight	1193
still_several_inches_from_your_grasp	1194
5th_avenue_mission	1195
textured_metal_walls	1196
goldschmidt_'s_pawnshop_on_side	1197
dropped_.19_street_east_street-front_window	1198
room	1199
single_unfrosted_bulb	1200
gruesome_ritual	1201
life	1202
your_own	1203
nothing_unexpected	1204
killing_vampires	1205
something_substantial	1206
inches_from_your_grasp	1207
cotton_bed_sheet_draped	1208
feet	1209
19th_street_window	1210
already_here	1211
ridiculous	1212
dropped_street_east_street-front_window	1213
south	1214
sealed	1215
cotton_bed_sheet_draped_across_her_pelvis	1216
shop	1217
dismembered	1218
look	1219
two_letters_in_black_spray_paint	1220
parked	1221
mouth_drops	1222
window_on_side	1223
can_grasped_without_aid_of_notepad	1224
scattered	1225
death	1226
yellow	1227
moment_later_ejected_at_high_velocity	1228
saddened	1229
huffing	1230
goldschmidt_'s_pawnshop	1231
rage	1232
nikolai_'s_lap_with_trace_of_blood_dribbling_from_twin_teeth_marks	1233
your_fingers	1234
manhole-size_drain_cover	1235
they_are_pointing_directly	1236
nikolai_'s_lap_with_just_trace_of_blood_dribbling_from_twin_teeth_marks_in_her_neck	1237
three_stories_on_side_of_you	1238
pair_of_eyes	1239
bone_breaking	1240
smudged_window	1241
nikolai_'s_lap_conscious_with_trace_of_blood_dribbling_from_teeth_marks	1242
leg_wriggles_snakelike_into_location	1243
woman	1244
shattered_window	1245
glass	1246
dusty_air	1247
glass_slivers	1248
now_almost_clich	1249
aluminum_placard	1250
storm_water	1251
closed_now	1252
his_office	1253
crack_like_bone_breaking_in_reverse	1254
police	1255
corner_of_office	1256
goldschmidt_'s_pawnshop_on_north_side_of_street	1257
stale_beer	1258
muscle	1259
little_nauseous	1260
moment_later_ejected_from_chopper	1261
nikolai_'s_lap_with_just_trace_of_blood_dribbling_from_teeth_marks	1262
hall	1263
cleaning	1264
one	1265
notepad_.19_street_west	1266
door_to_window	1267
window_to_goldschmidt_'s_pawnshop_on_north_side_of_street	1268
19th_street_east_window	1269
nikolai_'s_lap_scarcely_conscious_with_just_trace_of_blood_dribbling_from_twin_teeth_marks_in_her_neck	1270
neighborhood	1271
street_west	1272
dumpster	1273
right_leg_wriggles	1274
through_well_enough	1275
south_end_of_room	1276
place	1277
careful_attention	1278
door_with_door	1279
seated	1280
two_points	1281
me_trouble	1282
twenty_points	1283
mirror	1284
nothing	1285
part	1286
astringent_smell	1287
working_arm	1288
really_very_good_man	1289
female	1290
now_dry_remnants_of_long_ago_dinner_specials	1291
several_inches_from_your_grasp	1292
your_tour_through_dining_room	1293
dinky_two_basin_sink_with_faucet	1294
in_other_corner_marked_by_shadows	1295
impermanent	1296
inspected_six_months_ago	1297
blood_sugar_disease	1298
twin_teeth_marks	1299
mounted_on_wall_high_near_his_office_entrance	1300
abandoned_grade_school	1301
bachelor	1302
cover_of_trough	1303
seizure_inducing	1304
blood_stains_on_his_own_fat_face	1305
bone_breaking_in_reverse	1306
leg	1307
cutting	1308
bottom	1309
newly_reformed_intestines	1310
mixture_of_odors	1311
nikolai_'s_lap_conscious_with_just_trace_of_blood_dribbling_from_teeth_marks_in_her_neck	1312
storm_drain	1313
his_doctor	1314
skin	1315
rat	1316
front_door_.19_street	1317
skin_of_your_fingertips	1318
low	1319
permanent_effect	1320
wall_high	1321
mixture_down_street	1322
violations	1323
handle	1324
cobbles	1325
shards_.19	1326
final_limb_into_her_coffin	1327
this	1328
nothing_of_interest_in_goldschmidt_'s	1329
extrusions	1330
nikolai_'s_lap_with_trace_from_teeth_marks	1331
steps	1332
everywhere_broken	1333
just_inspected_ago	1334
quiet	1335
her_right_arm	1336
darling	1337
reformed_intestines	1338
